"","penalty_fn","reps","variable","value","penalty_fraction","statistic","timeseries"
"1422","fixed",24,"harvest.autocorrelation",-0.26366822543472,0.210526315789474,"autocor","harvest"
"1423","L1",25,"harvest.autocorrelation",-0.218363897846808,0.210526315789474,"autocor","harvest"
"1424","L2",25,"harvest.autocorrelation",0.109558655247913,0.210526315789474,"autocor","harvest"
"1425","fixed",25,"harvest.autocorrelation",-0.183773622460236,0.210526315789474,"autocor","harvest"
"1426","L1",26,"harvest.autocorrelation",-0.208027879138797,0.210526315789474,"autocor","harvest"
"1427","L2",26,"harvest.autocorrelation",0.262525395931293,0.210526315789474,"autocor","harvest"
"1428","fixed",26,"harvest.autocorrelation",-0.191448566094774,0.210526315789474,"autocor","harvest"
"1429","L1",27,"harvest.autocorrelation",-0.149782254974951,0.210526315789474,"autocor","harvest"
"1430","L2",27,"harvest.autocorrelation",0.146207096046411,0.210526315789474,"autocor","harvest"
"1431","fixed",27,"harvest.autocorrelation",-0.188232961869515,0.210526315789474,"autocor","harvest"
"1432","L1",28,"harvest.autocorrelation",-0.210509670659796,0.210526315789474,"autocor","harvest"
"1433","L2",28,"harvest.autocorrelation",-0.00368212864211134,0.210526315789474,"autocor","harvest"
"1434","fixed",28,"harvest.autocorrelation",-0.123941051853807,0.210526315789474,"autocor","harvest"
"1435","L1",29,"harvest.autocorrelation",-0.245859044307159,0.210526315789474,"autocor","harvest"
"1436","L2",29,"harvest.autocorrelation",-0.0108222362381965,0.210526315789474,"autocor","harvest"
"1437","fixed",29,"harvest.autocorrelation",-0.124747372939313,0.210526315789474,"autocor","harvest"
"1438","L1",30,"harvest.autocorrelation",-0.29146087858023,0.210526315789474,"autocor","harvest"
"1439","L2",30,"harvest.autocorrelation",0.1232920112482,0.210526315789474,"autocor","harvest"
"1440","fixed",30,"harvest.autocorrelation",-0.184918903167348,0.210526315789474,"autocor","harvest"
"1441","L1",31,"harvest.autocorrelation",0.000920370276713857,0.210526315789474,"autocor","harvest"
"1442","L2",31,"harvest.autocorrelation",0.229766514765713,0.210526315789474,"autocor","harvest"
"1443","fixed",31,"harvest.autocorrelation",-0.122125925423408,0.210526315789474,"autocor","harvest"
"1444","L1",32,"harvest.autocorrelation",-0.0837020285363147,0.210526315789474,"autocor","harvest"
"1445","L2",32,"harvest.autocorrelation",0.284403034269646,0.210526315789474,"autocor","harvest"
"1446","fixed",32,"harvest.autocorrelation",-0.123288568139047,0.210526315789474,"autocor","harvest"
"1447","L1",33,"harvest.autocorrelation",-0.104783994136525,0.210526315789474,"autocor","harvest"
"1448","L2",33,"harvest.autocorrelation",0.0792509819071949,0.210526315789474,"autocor","harvest"
"1449","fixed",33,"harvest.autocorrelation",-0.128712036252358,0.210526315789474,"autocor","harvest"
"1450","L1",34,"harvest.autocorrelation",-0.0971625382331274,0.210526315789474,"autocor","harvest"
"1451","L2",34,"harvest.autocorrelation",0.201903401739129,0.210526315789474,"autocor","harvest"
"1452","fixed",34,"harvest.autocorrelation",-0.245505124095108,0.210526315789474,"autocor","harvest"
"1453","L1",35,"harvest.autocorrelation",-0.184818426130609,0.210526315789474,"autocor","harvest"
"1454","L2",35,"harvest.autocorrelation",0.0746091545020953,0.210526315789474,"autocor","harvest"
"1455","fixed",35,"harvest.autocorrelation",-0.117554177884853,0.210526315789474,"autocor","harvest"
"1456","L1",36,"harvest.autocorrelation",0.167442863285339,0.210526315789474,"autocor","harvest"
"1457","L2",36,"harvest.autocorrelation",-0.0354013740685395,0.210526315789474,"autocor","harvest"
"1458","fixed",36,"harvest.autocorrelation",-0.276150083888284,0.210526315789474,"autocor","harvest"
"1459","L1",37,"harvest.autocorrelation",0.034279399947928,0.210526315789474,"autocor","harvest"
"1460","L2",37,"harvest.autocorrelation",0.29837796060559,0.210526315789474,"autocor","harvest"
"1461","fixed",37,"harvest.autocorrelation",-0.127944353336307,0.210526315789474,"autocor","harvest"
"1462","L1",38,"harvest.autocorrelation",-0.192327348449264,0.210526315789474,"autocor","harvest"
"1463","L2",38,"harvest.autocorrelation",0.268143999533662,0.210526315789474,"autocor","harvest"
"1464","fixed",38,"harvest.autocorrelation",-0.119891829356532,0.210526315789474,"autocor","harvest"
"1465","L1",39,"harvest.autocorrelation",-0.303420384280229,0.210526315789474,"autocor","harvest"
"1466","L2",39,"harvest.autocorrelation",0.301736540044988,0.210526315789474,"autocor","harvest"
"1467","fixed",39,"harvest.autocorrelation",0.0064586773343171,0.210526315789474,"autocor","harvest"
"1468","L1",40,"harvest.autocorrelation",0.00181889117689443,0.210526315789474,"autocor","harvest"
"1469","L2",40,"harvest.autocorrelation",0.258999438910145,0.210526315789474,"autocor","harvest"
"1470","fixed",40,"harvest.autocorrelation",-0.194452038031405,0.210526315789474,"autocor","harvest"
"1471","L1",41,"harvest.autocorrelation",-0.125540726628575,0.210526315789474,"autocor","harvest"
"1472","L2",41,"harvest.autocorrelation",0.260262254575406,0.210526315789474,"autocor","harvest"
"1473","fixed",41,"harvest.autocorrelation",-0.123941051853807,0.210526315789474,"autocor","harvest"
"1474","L1",42,"harvest.autocorrelation",-0.139958993353286,0.210526315789474,"autocor","harvest"
"1475","L2",42,"harvest.autocorrelation",0.0969596068026272,0.210526315789474,"autocor","harvest"
"1476","fixed",42,"harvest.autocorrelation",-0.274870979009284,0.210526315789474,"autocor","harvest"
"1477","L1",43,"harvest.autocorrelation",0.0893977678560449,0.210526315789474,"autocor","harvest"
"1478","L2",43,"harvest.autocorrelation",-0.0247613939148518,0.210526315789474,"autocor","harvest"
"1479","fixed",43,"harvest.autocorrelation",-0.18532232656006,0.210526315789474,"autocor","harvest"
"1480","L1",44,"harvest.autocorrelation",-0.111704279181456,0.210526315789474,"autocor","harvest"
"1481","L2",44,"harvest.autocorrelation",-0.0410776634024118,0.210526315789474,"autocor","harvest"
"1482","fixed",44,"harvest.autocorrelation",-0.257656709976185,0.210526315789474,"autocor","harvest"
"1483","L1",45,"harvest.autocorrelation",0.112060048702346,0.210526315789474,"autocor","harvest"
"1484","L2",45,"harvest.autocorrelation",0.144742006124309,0.210526315789474,"autocor","harvest"
"1485","fixed",45,"harvest.autocorrelation",-0.194198567654872,0.210526315789474,"autocor","harvest"
"1486","L1",46,"harvest.autocorrelation",-0.137232807047154,0.210526315789474,"autocor","harvest"
"1487","L2",46,"harvest.autocorrelation",0.0620665637239824,0.210526315789474,"autocor","harvest"
"1488","fixed",46,"harvest.autocorrelation",-0.189022750101279,0.210526315789474,"autocor","harvest"
"1489","L1",47,"harvest.autocorrelation",-0.0978642708837034,0.210526315789474,"autocor","harvest"
"1490","L2",47,"harvest.autocorrelation",0.364769088533088,0.210526315789474,"autocor","harvest"
"1491","fixed",47,"harvest.autocorrelation",-0.19758503620162,0.210526315789474,"autocor","harvest"
"1492","L1",48,"harvest.autocorrelation",-0.0736479346198385,0.210526315789474,"autocor","harvest"
"1493","L2",48,"harvest.autocorrelation",0.181495728589624,0.210526315789474,"autocor","harvest"
"1494","fixed",48,"harvest.autocorrelation",-0.19899141035058,0.210526315789474,"autocor","harvest"
"1495","L1",49,"harvest.autocorrelation",0.0824321175426348,0.210526315789474,"autocor","harvest"
"1496","L2",49,"harvest.autocorrelation",0.0108305030927671,0.210526315789474,"autocor","harvest"
"1497","fixed",49,"harvest.autocorrelation",0.0551019551794506,0.210526315789474,"autocor","harvest"
"1498","L1",50,"harvest.autocorrelation",-0.19421762382787,0.210526315789474,"autocor","harvest"
"1499","L2",50,"harvest.autocorrelation",0.0828242678856651,0.210526315789474,"autocor","harvest"
"1500","fixed",50,"harvest.autocorrelation",-0.200619363473216,0.210526315789474,"autocor","harvest"
"1501","L1",1,"stock.variance",4.2045041240427,0.263157894736842,"variance","harvest"
"1502","L2",1,"stock.variance",3.81215541719369,0.263157894736842,"variance","harvest"
"1503","fixed",1,"stock.variance",6.65764339765249,0.263157894736842,"variance","harvest"
"1504","L1",2,"stock.variance",4.68989820509034,0.263157894736842,"variance","harvest"
"1505","L2",2,"stock.variance",5.07763558460786,0.263157894736842,"variance","harvest"
"1506","fixed",2,"stock.variance",5.92814884577328,0.263157894736842,"variance","harvest"
"1507","L1",3,"stock.variance",5.80051825617718,0.263157894736842,"variance","harvest"
"1508","L2",3,"stock.variance",3.53269004515631,0.263157894736842,"variance","harvest"
"1509","fixed",3,"stock.variance",10.2626188640874,0.263157894736842,"variance","harvest"
"1510","L1",4,"stock.variance",4.7498014213988,0.263157894736842,"variance","harvest"
"1511","L2",4,"stock.variance",4.80239360734015,0.263157894736842,"variance","harvest"
"1512","fixed",4,"stock.variance",6.48769907007647,0.263157894736842,"variance","harvest"
"1513","L1",5,"stock.variance",4.17654919568451,0.263157894736842,"variance","harvest"
"1514","L2",5,"stock.variance",3.71607593694866,0.263157894736842,"variance","harvest"
"1515","fixed",5,"stock.variance",6.28386378809649,0.263157894736842,"variance","harvest"
"1516","L1",6,"stock.variance",5.04129974087284,0.263157894736842,"variance","harvest"
"1517","L2",6,"stock.variance",4.91017219174427,0.263157894736842,"variance","harvest"
"1518","fixed",6,"stock.variance",5.67524765546972,0.263157894736842,"variance","harvest"
"1519","L1",7,"stock.variance",5.68926872044873,0.263157894736842,"variance","harvest"
"1520","L2",7,"stock.variance",2.93235099313087,0.263157894736842,"variance","harvest"
"1521","fixed",7,"stock.variance",4.06379637331649,0.263157894736842,"variance","harvest"
"1522","L1",8,"stock.variance",4.03730890351009,0.263157894736842,"variance","harvest"
"1523","L2",8,"stock.variance",5.75590172181709,0.263157894736842,"variance","harvest"
"1524","fixed",8,"stock.variance",6.93426594421303,0.263157894736842,"variance","harvest"
"1525","L1",9,"stock.variance",5.87176505690122,0.263157894736842,"variance","harvest"
"1526","L2",9,"stock.variance",3.79910795433012,0.263157894736842,"variance","harvest"
"1527","fixed",9,"stock.variance",5.18069950244675,0.263157894736842,"variance","harvest"
"1528","L1",10,"stock.variance",4.89080382240583,0.263157894736842,"variance","harvest"
"1529","L2",10,"stock.variance",2.19885372301774,0.263157894736842,"variance","harvest"
"1530","fixed",10,"stock.variance",6.44912289783544,0.263157894736842,"variance","harvest"
"1531","L1",11,"stock.variance",4.72664850891478,0.263157894736842,"variance","harvest"
"1532","L2",11,"stock.variance",3.19552620008781,0.263157894736842,"variance","harvest"
"1533","fixed",11,"stock.variance",6.154519779213,0.263157894736842,"variance","harvest"
"1534","L1",12,"stock.variance",6.66537608394144,0.263157894736842,"variance","harvest"
"1535","L2",12,"stock.variance",3.04625445992656,0.263157894736842,"variance","harvest"
"1536","fixed",12,"stock.variance",6.29299220257967,0.263157894736842,"variance","harvest"
"1537","L1",13,"stock.variance",4.46922533960467,0.263157894736842,"variance","harvest"
"1538","L2",13,"stock.variance",4.40165008027922,0.263157894736842,"variance","harvest"
"1539","fixed",13,"stock.variance",8.0369738704679,0.263157894736842,"variance","harvest"
"1540","L1",14,"stock.variance",5.64582110478855,0.263157894736842,"variance","harvest"
"1541","L2",14,"stock.variance",5.16429361291834,0.263157894736842,"variance","harvest"
"1542","fixed",14,"stock.variance",7.21442079582731,0.263157894736842,"variance","harvest"
"1543","L1",15,"stock.variance",4.41549302863543,0.263157894736842,"variance","harvest"
"1544","L2",15,"stock.variance",4.69296315498185,0.263157894736842,"variance","harvest"
"1545","fixed",15,"stock.variance",6.5343262527601,0.263157894736842,"variance","harvest"
"1546","L1",16,"stock.variance",5.64572813492441,0.263157894736842,"variance","harvest"
"1547","L2",16,"stock.variance",4.76549170359469,0.263157894736842,"variance","harvest"
"1548","fixed",16,"stock.variance",5.7866328183214,0.263157894736842,"variance","harvest"
"1549","L1",17,"stock.variance",3.49923921890125,0.263157894736842,"variance","harvest"
"1550","L2",17,"stock.variance",2.06638673557821,0.263157894736842,"variance","harvest"
"1551","fixed",17,"stock.variance",6.13366868695688,0.263157894736842,"variance","harvest"
"1552","L1",18,"stock.variance",4.71691999943466,0.263157894736842,"variance","harvest"
"1553","L2",18,"stock.variance",3.30664786926886,0.263157894736842,"variance","harvest"
"1554","fixed",18,"stock.variance",6.12899809945248,0.263157894736842,"variance","harvest"
"1555","L1",19,"stock.variance",4.51046940493643,0.263157894736842,"variance","harvest"
"1556","L2",19,"stock.variance",3.58951944798034,0.263157894736842,"variance","harvest"
"1557","fixed",19,"stock.variance",7.6533139115092,0.263157894736842,"variance","harvest"
"1558","L1",20,"stock.variance",4.70617992958686,0.263157894736842,"variance","harvest"
"1559","L2",20,"stock.variance",5.58223513793767,0.263157894736842,"variance","harvest"
"1560","fixed",20,"stock.variance",7.87466789081853,0.263157894736842,"variance","harvest"
"1561","L1",21,"stock.variance",5.45855530029045,0.263157894736842,"variance","harvest"
"1562","L2",21,"stock.variance",2.82055911255584,0.263157894736842,"variance","harvest"
"1563","fixed",21,"stock.variance",6.57778890679951,0.263157894736842,"variance","harvest"
"1564","L1",22,"stock.variance",6.06846615657772,0.263157894736842,"variance","harvest"
"1565","L2",22,"stock.variance",3.09468440962145,0.263157894736842,"variance","harvest"
"1566","fixed",22,"stock.variance",6.74570135027115,0.263157894736842,"variance","harvest"
"1567","L1",23,"stock.variance",4.57347330120462,0.263157894736842,"variance","harvest"
"1568","L2",23,"stock.variance",2.23534061689358,0.263157894736842,"variance","harvest"
"1569","fixed",23,"stock.variance",7.76681449075831,0.263157894736842,"variance","harvest"
"1570","L1",24,"stock.variance",5.95231367839558,0.263157894736842,"variance","harvest"
"1571","L2",24,"stock.variance",4.61841671918143,0.263157894736842,"variance","harvest"
"1572","fixed",24,"stock.variance",6.99428821487307,0.263157894736842,"variance","harvest"
"1573","L1",25,"stock.variance",5.28949983255832,0.263157894736842,"variance","harvest"
"1574","L2",25,"stock.variance",2.54392234554636,0.263157894736842,"variance","harvest"
"1575","fixed",25,"stock.variance",8.2536264201886,0.263157894736842,"variance","harvest"
"1576","L1",26,"stock.variance",5.99099707093791,0.263157894736842,"variance","harvest"
"1577","L2",26,"stock.variance",3.76703782637767,0.263157894736842,"variance","harvest"
"1578","fixed",26,"stock.variance",4.90864588237771,0.263157894736842,"variance","harvest"
"1579","L1",27,"stock.variance",4.73284661844006,0.263157894736842,"variance","harvest"
"1580","L2",27,"stock.variance",4.77168877750962,0.263157894736842,"variance","harvest"
"1581","fixed",27,"stock.variance",6.21030398701345,0.263157894736842,"variance","harvest"
"1582","L1",28,"stock.variance",4.72298345948403,0.263157894736842,"variance","harvest"
"1583","L2",28,"stock.variance",3.14649914606015,0.263157894736842,"variance","harvest"
"1584","fixed",28,"stock.variance",8.43531849517022,0.263157894736842,"variance","harvest"
"1585","L1",29,"stock.variance",4.12124510432405,0.263157894736842,"variance","harvest"
"1586","L2",29,"stock.variance",4.84672587254818,0.263157894736842,"variance","harvest"
"1587","fixed",29,"stock.variance",6.71583002532572,0.263157894736842,"variance","harvest"
"1588","L1",30,"stock.variance",7.26322213454182,0.263157894736842,"variance","harvest"
"1589","L2",30,"stock.variance",5.78635180232022,0.263157894736842,"variance","harvest"
"1590","fixed",30,"stock.variance",5.73093574378912,0.263157894736842,"variance","harvest"
"1591","L1",31,"stock.variance",5.48718683734088,0.263157894736842,"variance","harvest"
"1592","L2",31,"stock.variance",5.45777294767348,0.263157894736842,"variance","harvest"
"1593","fixed",31,"stock.variance",6.80153169166371,0.263157894736842,"variance","harvest"
"1594","L1",32,"stock.variance",6.36892574326643,0.263157894736842,"variance","harvest"
"1595","L2",32,"stock.variance",3.13329978202726,0.263157894736842,"variance","harvest"
"1596","fixed",32,"stock.variance",7.50596003451805,0.263157894736842,"variance","harvest"
"1597","L1",33,"stock.variance",5.3157297845405,0.263157894736842,"variance","harvest"
"1598","L2",33,"stock.variance",3.00212266716769,0.263157894736842,"variance","harvest"
"1599","fixed",33,"stock.variance",3.67735269845107,0.263157894736842,"variance","harvest"
"1600","L1",34,"stock.variance",4.13056054765713,0.263157894736842,"variance","harvest"
"1601","L2",34,"stock.variance",3.56757478122064,0.263157894736842,"variance","harvest"
"1602","fixed",34,"stock.variance",5.75173657876014,0.263157894736842,"variance","harvest"
"1603","L1",35,"stock.variance",4.69843823422393,0.263157894736842,"variance","harvest"
"1604","L2",35,"stock.variance",3.0366203395288,0.263157894736842,"variance","harvest"
"1605","fixed",35,"stock.variance",5.9798861834064,0.263157894736842,"variance","harvest"
"1606","L1",36,"stock.variance",3.45438439344455,0.263157894736842,"variance","harvest"
"1607","L2",36,"stock.variance",4.76130040340833,0.263157894736842,"variance","harvest"
"1608","fixed",36,"stock.variance",6.07706874001013,0.263157894736842,"variance","harvest"
"1609","L1",37,"stock.variance",5.51522541601626,0.263157894736842,"variance","harvest"
"1610","L2",37,"stock.variance",2.85445147437738,0.263157894736842,"variance","harvest"
"1611","fixed",37,"stock.variance",6.40242532979475,0.263157894736842,"variance","harvest"
"1612","L1",38,"stock.variance",3.38108483777912,0.263157894736842,"variance","harvest"
"1613","L2",38,"stock.variance",5.52581836476362,0.263157894736842,"variance","harvest"
"1614","fixed",38,"stock.variance",4.91335855457063,0.263157894736842,"variance","harvest"
"1615","L1",39,"stock.variance",5.3702285867676,0.263157894736842,"variance","harvest"
"1616","L2",39,"stock.variance",4.4068067964018,0.263157894736842,"variance","harvest"
"1617","fixed",39,"stock.variance",8.9700912663451,0.263157894736842,"variance","harvest"
"1618","L1",40,"stock.variance",3.5911289121194,0.263157894736842,"variance","harvest"
"1619","L2",40,"stock.variance",7.89564439366717,0.263157894736842,"variance","harvest"
"1620","fixed",40,"stock.variance",7.35456458373177,0.263157894736842,"variance","harvest"
"1621","L1",41,"stock.variance",5.33158980768951,0.263157894736842,"variance","harvest"
"1622","L2",41,"stock.variance",5.82286036384908,0.263157894736842,"variance","harvest"
"1623","fixed",41,"stock.variance",8.52171113263,0.263157894736842,"variance","harvest"
"1624","L1",42,"stock.variance",4.2597215824765,0.263157894736842,"variance","harvest"
"1625","L2",42,"stock.variance",3.18519483114282,0.263157894736842,"variance","harvest"
"1626","fixed",42,"stock.variance",7.72676994677263,0.263157894736842,"variance","harvest"
"1627","L1",43,"stock.variance",5.21065041547769,0.263157894736842,"variance","harvest"
"1628","L2",43,"stock.variance",4.07853837846521,0.263157894736842,"variance","harvest"
"1629","fixed",43,"stock.variance",5.47399044674257,0.263157894736842,"variance","harvest"
"1630","L1",44,"stock.variance",5.44500618363942,0.263157894736842,"variance","harvest"
"1631","L2",44,"stock.variance",3.72707027603797,0.263157894736842,"variance","harvest"
"1632","fixed",44,"stock.variance",6.88182874000616,0.263157894736842,"variance","harvest"
"1633","L1",45,"stock.variance",3.66643679859613,0.263157894736842,"variance","harvest"
"1634","L2",45,"stock.variance",7.41319725575947,0.263157894736842,"variance","harvest"
"1635","fixed",45,"stock.variance",9.0703387682271,0.263157894736842,"variance","harvest"
"1636","L1",46,"stock.variance",6.19623389226883,0.263157894736842,"variance","harvest"
"1637","L2",46,"stock.variance",2.29241469990693,0.263157894736842,"variance","harvest"
"1638","fixed",46,"stock.variance",10.0767841549207,0.263157894736842,"variance","harvest"
"1639","L1",47,"stock.variance",4.79538973728094,0.263157894736842,"variance","harvest"
"1640","L2",47,"stock.variance",2.35794585110152,0.263157894736842,"variance","harvest"
"1641","fixed",47,"stock.variance",8.64524582416389,0.263157894736842,"variance","harvest"
"1642","L1",48,"stock.variance",6.41826249651244,0.263157894736842,"variance","harvest"
"1643","L2",48,"stock.variance",4.75012697033329,0.263157894736842,"variance","harvest"
"1644","fixed",48,"stock.variance",7.64285677334157,0.263157894736842,"variance","harvest"
"1645","L1",49,"stock.variance",3.80841043009616,0.263157894736842,"variance","harvest"
"1646","L2",49,"stock.variance",3.10237065902813,0.263157894736842,"variance","harvest"
"1647","fixed",49,"stock.variance",5.98585764052314,0.263157894736842,"variance","harvest"
"1648","L1",50,"stock.variance",5.13736966658502,0.263157894736842,"variance","harvest"
"1649","L2",50,"stock.variance",4.72909929304084,0.263157894736842,"variance","harvest"
"1650","fixed",50,"stock.variance",5.9071943631427,0.263157894736842,"variance","harvest"
"1651","L1",1,"harvest.autocorrelation",-0.184670142645273,0.263157894736842,"autocor","harvest"
"1652","L2",1,"harvest.autocorrelation",0.0623391747439372,0.263157894736842,"autocor","harvest"
"1653","fixed",1,"harvest.autocorrelation",-0.124335880188661,0.263157894736842,"autocor","harvest"
"1654","L1",2,"harvest.autocorrelation",0.00313631515707957,0.263157894736842,"autocor","harvest"
"1655","L2",2,"harvest.autocorrelation",0.485206988182262,0.263157894736842,"autocor","harvest"
"1656","fixed",2,"harvest.autocorrelation",-0.194164146894963,0.263157894736842,"autocor","harvest"
"1657","L1",3,"harvest.autocorrelation",-0.240994719758879,0.263157894736842,"autocor","harvest"
"1658","L2",3,"harvest.autocorrelation",0.27313236864378,0.263157894736842,"autocor","harvest"
"1659","fixed",3,"harvest.autocorrelation",-0.280046913772602,0.263157894736842,"autocor","harvest"
"1660","L1",4,"harvest.autocorrelation",-0.0361473573716603,0.263157894736842,"autocor","harvest"
"1661","L2",4,"harvest.autocorrelation",0.225774681662344,0.263157894736842,"autocor","harvest"
"1662","fixed",4,"harvest.autocorrelation",-0.197242587897085,0.263157894736842,"autocor","harvest"
"1663","L1",5,"harvest.autocorrelation",-0.173565538656489,0.263157894736842,"autocor","harvest"
"1664","L2",5,"harvest.autocorrelation",0.346110386446259,0.263157894736842,"autocor","harvest"
"1665","fixed",5,"harvest.autocorrelation",-0.17790438075652,0.263157894736842,"autocor","harvest"
"1666","L1",6,"harvest.autocorrelation",-0.180347517660966,0.263157894736842,"autocor","harvest"
"1667","L2",6,"harvest.autocorrelation",0.317275025536779,0.263157894736842,"autocor","harvest"
"1668","fixed",6,"harvest.autocorrelation",-0.123746832218781,0.263157894736842,"autocor","harvest"
"1669","L1",7,"harvest.autocorrelation",-0.232021778643099,0.263157894736842,"autocor","harvest"
"1670","L2",7,"harvest.autocorrelation",0.311876514444594,0.263157894736842,"autocor","harvest"
"1671","fixed",7,"harvest.autocorrelation",-0.194295479380922,0.263157894736842,"autocor","harvest"
"1672","L1",8,"harvest.autocorrelation",-0.12830715236704,0.263157894736842,"autocor","harvest"
"1673","L2",8,"harvest.autocorrelation",0.340980293305162,0.263157894736842,"autocor","harvest"
"1674","fixed",8,"harvest.autocorrelation",-0.124512677852195,0.263157894736842,"autocor","harvest"
"1675","L1",9,"harvest.autocorrelation",-0.10637935119909,0.263157894736842,"autocor","harvest"
"1676","L2",9,"harvest.autocorrelation",0.356943364784767,0.263157894736842,"autocor","harvest"
"1677","fixed",9,"harvest.autocorrelation",-0.182898410991109,0.263157894736842,"autocor","harvest"
"1678","L1",10,"harvest.autocorrelation",-0.155986149250988,0.263157894736842,"autocor","harvest"
"1679","L2",10,"harvest.autocorrelation",-0.14489236698115,0.263157894736842,"autocor","harvest"
"1680","fixed",10,"harvest.autocorrelation",-0.122552914528456,0.263157894736842,"autocor","harvest"
"1681","L1",11,"harvest.autocorrelation",-0.169479152846483,0.263157894736842,"autocor","harvest"
"1682","L2",11,"harvest.autocorrelation",0.196767087701617,0.263157894736842,"autocor","harvest"
"1683","fixed",11,"harvest.autocorrelation",-0.116013627599958,0.263157894736842,"autocor","harvest"
"1684","L1",12,"harvest.autocorrelation",-0.332564399589263,0.263157894736842,"autocor","harvest"
"1685","L2",12,"harvest.autocorrelation",-0.0276376406489244,0.263157894736842,"autocor","harvest"
"1686","fixed",12,"harvest.autocorrelation",-0.183931414959321,0.263157894736842,"autocor","harvest"
"1687","L1",13,"harvest.autocorrelation",0.0609619292561473,0.263157894736842,"autocor","harvest"
"1688","L2",13,"harvest.autocorrelation",0.44027748444243,0.263157894736842,"autocor","harvest"
"1689","fixed",13,"harvest.autocorrelation",-0.192953819499769,0.263157894736842,"autocor","harvest"
"1690","L1",14,"harvest.autocorrelation",-0.0117013321146445,0.263157894736842,"autocor","harvest"
"1691","L2",14,"harvest.autocorrelation",0.349193693424787,0.263157894736842,"autocor","harvest"
"1692","fixed",14,"harvest.autocorrelation",0.0553303159361591,0.263157894736842,"autocor","harvest"
"1693","L1",15,"harvest.autocorrelation",-0.216618018900637,0.263157894736842,"autocor","harvest"
"1694","L2",15,"harvest.autocorrelation",0.158944007358583,0.263157894736842,"autocor","harvest"
"1695","fixed",15,"harvest.autocorrelation",-0.0767984593629852,0.263157894736842,"autocor","harvest"
"1696","L1",16,"harvest.autocorrelation",-0.171475697044701,0.263157894736842,"autocor","harvest"
"1697","L2",16,"harvest.autocorrelation",0.159992075472666,0.263157894736842,"autocor","harvest"
"1698","fixed",16,"harvest.autocorrelation",-0.116606946355149,0.263157894736842,"autocor","harvest"
"1699","L1",17,"harvest.autocorrelation",-0.132976198149033,0.263157894736842,"autocor","harvest"
"1700","L2",17,"harvest.autocorrelation",-0.0716603884719618,0.263157894736842,"autocor","harvest"
"1701","fixed",17,"harvest.autocorrelation",-0.194219767630903,0.263157894736842,"autocor","harvest"
"1702","L1",18,"harvest.autocorrelation",-0.133900738396081,0.263157894736842,"autocor","harvest"
"1703","L2",18,"harvest.autocorrelation",0.139169554706981,0.263157894736842,"autocor","harvest"
"1704","fixed",18,"harvest.autocorrelation",-0.120634371235101,0.263157894736842,"autocor","harvest"
"1705","L1",19,"harvest.autocorrelation",-0.0676370746155655,0.263157894736842,"autocor","harvest"
"1706","L2",19,"harvest.autocorrelation",0.488284947213905,0.263157894736842,"autocor","harvest"
"1707","fixed",19,"harvest.autocorrelation",-0.272096091912557,0.263157894736842,"autocor","harvest"
"1708","L1",20,"harvest.autocorrelation",-0.0723920773677592,0.263157894736842,"autocor","harvest"
"1709","L2",20,"harvest.autocorrelation",0.187881076720667,0.263157894736842,"autocor","harvest"
"1710","fixed",20,"harvest.autocorrelation",-0.178259187394065,0.263157894736842,"autocor","harvest"
"1711","L1",21,"harvest.autocorrelation",-0.320328017202049,0.263157894736842,"autocor","harvest"
"1712","L2",21,"harvest.autocorrelation",0.0708603246532312,0.263157894736842,"autocor","harvest"
"1713","fixed",21,"harvest.autocorrelation",-0.197003378021789,0.263157894736842,"autocor","harvest"
"1714","L1",22,"harvest.autocorrelation",-0.184936369509938,0.263157894736842,"autocor","harvest"
"1715","L2",22,"harvest.autocorrelation",0.0773221111829066,0.263157894736842,"autocor","harvest"
"1716","fixed",22,"harvest.autocorrelation",-0.197413382114595,0.263157894736842,"autocor","harvest"
"1717","L1",23,"harvest.autocorrelation",-0.163961396699258,0.263157894736842,"autocor","harvest"
"1718","L2",23,"harvest.autocorrelation",0.0118076463196669,0.263157894736842,"autocor","harvest"
"1719","fixed",23,"harvest.autocorrelation",-0.200180339713579,0.263157894736842,"autocor","harvest"
"1720","L1",24,"harvest.autocorrelation",0.0316495211458265,0.263157894736842,"autocor","harvest"
"1721","L2",24,"harvest.autocorrelation",0.391971421861613,0.263157894736842,"autocor","harvest"
"1722","fixed",24,"harvest.autocorrelation",-0.187698924011047,0.263157894736842,"autocor","harvest"
"1723","L1",25,"harvest.autocorrelation",-0.236719502343756,0.263157894736842,"autocor","harvest"
"1724","L2",25,"harvest.autocorrelation",-0.0287334425445905,0.263157894736842,"autocor","harvest"
"1725","fixed",25,"harvest.autocorrelation",-0.197229113123638,0.263157894736842,"autocor","harvest"
"1726","L1",26,"harvest.autocorrelation",-0.0894916376055775,0.263157894736842,"autocor","harvest"
"1727","L2",26,"harvest.autocorrelation",0.109031994935328,0.263157894736842,"autocor","harvest"
"1728","fixed",26,"harvest.autocorrelation",-0.192512639748571,0.263157894736842,"autocor","harvest"
"1729","L1",27,"harvest.autocorrelation",-0.202413586410972,0.263157894736842,"autocor","harvest"
"1730","L2",27,"harvest.autocorrelation",0.34613845820467,0.263157894736842,"autocor","harvest"
"1731","fixed",27,"harvest.autocorrelation",-0.185220529223007,0.263157894736842,"autocor","harvest"
"1732","L1",28,"harvest.autocorrelation",-0.00198144378655458,0.263157894736842,"autocor","harvest"
