"","time","replicate","penalty_fn","variable","stock"
"518",28,"rep_16","fixed","fishstock",4.07720958085616
"519",29,"rep_16","fixed","fishstock",6.22963924696509
"520",30,"rep_16","fixed","fishstock",8.41850904651203
"521",31,"rep_16","fixed","fishstock",9.27336008456312
"522",32,"rep_16","fixed","fishstock",2.82521110103584
"523",33,"rep_16","fixed","fishstock",3.8012382552053
"524",34,"rep_16","fixed","fishstock",4.71329492126869
"525",35,"rep_16","fixed","fishstock",4.73028268686209
"526",36,"rep_16","fixed","fishstock",4.66942436906961
"527",37,"rep_16","fixed","fishstock",5.99569172961184
"528",38,"rep_16","fixed","fishstock",7.70585088952777
"529",39,"rep_16","fixed","fishstock",8.55717451433009
"530",40,"rep_16","fixed","fishstock",3.74679979838674
"531",41,"rep_16","fixed","fishstock",4.4542301031053
"532",42,"rep_16","fixed","fishstock",4.18429907875063
"533",43,"rep_16","fixed","fishstock",7.82936120519426
"534",44,"rep_16","fixed","fishstock",8.85075378780807
"535",45,"rep_16","fixed","fishstock",3.61796607360266
"536",46,"rep_16","fixed","fishstock",4.0414151104062
"537",47,"rep_16","fixed","fishstock",5.32671244555235
"538",48,"rep_16","fixed","fishstock",6.45531086132621
"539",49,"rep_16","fixed","fishstock",8.18857763875853
"540",1,"rep_17","fixed","fishstock",10
"541",2,"rep_17","fixed","fishstock",2.55139669179481
"542",3,"rep_17","fixed","fishstock",3.32886155803319
"543",4,"rep_17","fixed","fishstock",4.075360687976
"544",5,"rep_17","fixed","fishstock",4.30368991031513
"545",6,"rep_17","fixed","fishstock",6.18758824464388
"546",7,"rep_17","fixed","fishstock",6.84897704097922
"547",8,"rep_17","fixed","fishstock",9.28643964839766
"548",9,"rep_17","fixed","fishstock",4.57777682776767
"549",10,"rep_17","fixed","fishstock",5.86988885304327
"550",11,"rep_17","fixed","fishstock",7.31517652990067
"551",12,"rep_17","fixed","fishstock",10.1641023854955
"552",13,"rep_17","fixed","fishstock",3.77774788259382
"553",14,"rep_17","fixed","fishstock",6.16205095159141
"554",15,"rep_17","fixed","fishstock",7.32753296888576
"555",16,"rep_17","fixed","fishstock",11.0472653419066
"556",17,"rep_17","fixed","fishstock",3.92300925878935
"557",18,"rep_17","fixed","fishstock",5.80532548808395
"558",19,"rep_17","fixed","fishstock",6.95826217782128
"559",20,"rep_17","fixed","fishstock",8.76670507641661
"560",21,"rep_17","fixed","fishstock",3.86466204234399
"561",22,"rep_17","fixed","fishstock",5.55504528683028
"562",23,"rep_17","fixed","fishstock",5.6817093013425
"563",24,"rep_17","fixed","fishstock",5.73533975109383
"564",25,"rep_17","fixed","fishstock",9.33086739402225
"565",26,"rep_17","fixed","fishstock",2.92972995894481
"566",27,"rep_17","fixed","fishstock",4.81944691138812
"567",28,"rep_17","fixed","fishstock",5.95385821973615
"568",29,"rep_17","fixed","fishstock",7.2388706696524
"569",30,"rep_17","fixed","fishstock",8.59752863320857
"570",31,"rep_17","fixed","fishstock",3.11248356230504
"571",32,"rep_17","fixed","fishstock",3.18338877656443
"572",33,"rep_17","fixed","fishstock",3.39043938980328
"573",34,"rep_17","fixed","fishstock",3.63828669588803
"574",35,"rep_17","fixed","fishstock",2.26208296481201
"575",36,"rep_17","fixed","fishstock",2.2870604405864
"576",37,"rep_17","fixed","fishstock",2.80322738227054
"577",38,"rep_17","fixed","fishstock",3.14790794728148
"578",39,"rep_17","fixed","fishstock",3.44497201516045
"579",40,"rep_17","fixed","fishstock",4.44305741473674
"580",41,"rep_17","fixed","fishstock",4.81164778007917
"581",42,"rep_17","fixed","fishstock",6.11121608111931
"582",43,"rep_17","fixed","fishstock",6.56268285964355
"583",44,"rep_17","fixed","fishstock",7.10413699375485
"584",45,"rep_17","fixed","fishstock",10.0163234676553
"585",46,"rep_17","fixed","fishstock",5.97234396357419
"586",47,"rep_17","fixed","fishstock",6.99260102082739
"587",48,"rep_17","fixed","fishstock",11.0205956098995
"588",49,"rep_17","fixed","fishstock",6.57225562747278
"589",1,"rep_18","fixed","fishstock",10
"590",2,"rep_18","fixed","fishstock",3.76193902436297
"591",3,"rep_18","fixed","fishstock",6.82348422382837
"592",4,"rep_18","fixed","fishstock",5.5238922033053
"593",5,"rep_18","fixed","fishstock",6.12404666561658
"594",6,"rep_18","fixed","fishstock",6.55939436155939
"595",7,"rep_18","fixed","fishstock",7.96293982324447
"596",8,"rep_18","fixed","fishstock",6.54570091804794
"597",9,"rep_18","fixed","fishstock",11.9712074835248
"598",10,"rep_18","fixed","fishstock",5.03381038778585
"599",11,"rep_18","fixed","fishstock",8.20432322332234
"600",12,"rep_18","fixed","fishstock",5.98091121263713
"601",13,"rep_18","fixed","fishstock",8.27637669675008
"602",14,"rep_18","fixed","fishstock",6.75734118884268
"603",15,"rep_18","fixed","fishstock",7.63181403576216
"604",16,"rep_18","fixed","fishstock",7.07480471452692
"605",17,"rep_18","fixed","fishstock",9.97832373565906
"606",18,"rep_18","fixed","fishstock",2.57626834189888
"607",19,"rep_18","fixed","fishstock",2.97900152834001
"608",20,"rep_18","fixed","fishstock",5.06173554902792
"609",21,"rep_18","fixed","fishstock",6.63596196780828
"610",22,"rep_18","fixed","fishstock",5.75380753546297
"611",23,"rep_18","fixed","fishstock",8.35469657256467
"612",24,"rep_18","fixed","fishstock",7.56820762806257
"613",25,"rep_18","fixed","fishstock",7.18572914399458
"614",26,"rep_18","fixed","fishstock",8.69231199383393
"615",27,"rep_18","fixed","fishstock",2.50371726276976
"616",28,"rep_18","fixed","fishstock",2.69289499526093
"617",29,"rep_18","fixed","fishstock",3.465721340263
"618",30,"rep_18","fixed","fishstock",4.19632830427738
"619",31,"rep_18","fixed","fishstock",3.66045001836438
"620",32,"rep_18","fixed","fishstock",3.86087088504102
"621",33,"rep_18","fixed","fishstock",5.04834313636341
"622",34,"rep_18","fixed","fishstock",6.42734185597334
"623",35,"rep_18","fixed","fishstock",9.193851123609
"624",36,"rep_18","fixed","fishstock",2.23527274903732
"625",37,"rep_18","fixed","fishstock",3.69466666103161
"626",38,"rep_18","fixed","fishstock",5.33194667793618
"627",39,"rep_18","fixed","fishstock",4.88899457014741
"628",40,"rep_18","fixed","fishstock",6.6461686597094
"629",41,"rep_18","fixed","fishstock",8.80796116240214
"630",42,"rep_18","fixed","fishstock",3.74642909123338
"631",43,"rep_18","fixed","fishstock",7.83408375716091
"632",44,"rep_18","fixed","fishstock",9.23453853869239
"633",45,"rep_18","fixed","fishstock",4.58116481726351
"634",46,"rep_18","fixed","fishstock",5.44169117039095
"635",47,"rep_18","fixed","fishstock",7.1024055115267
"636",48,"rep_18","fixed","fishstock",9.26787801563126
"637",49,"rep_18","fixed","fishstock",1.37246690383557
"638",1,"rep_19","fixed","fishstock",10
"639",2,"rep_19","fixed","fishstock",2.4639159299184
"640",3,"rep_19","fixed","fishstock",3.54356643312788
"641",4,"rep_19","fixed","fishstock",4.204732315851
"642",5,"rep_19","fixed","fishstock",4.66138560936611
"643",6,"rep_19","fixed","fishstock",6.8871810872865
"644",7,"rep_19","fixed","fishstock",7.32138401080928
"645",8,"rep_19","fixed","fishstock",9.44300539432238
"646",9,"rep_19","fixed","fishstock",2.79145079680334
"647",10,"rep_19","fixed","fishstock",3.47733430752397
"648",11,"rep_19","fixed","fishstock",4.27317571735299
"649",12,"rep_19","fixed","fishstock",5.84728784154911
"650",13,"rep_19","fixed","fishstock",8.08764805549961
"651",14,"rep_19","fixed","fishstock",9.71129972060085
"652",15,"rep_19","fixed","fishstock",3.04830817511658
"653",16,"rep_19","fixed","fishstock",4.51433808769642
"654",17,"rep_19","fixed","fishstock",5.23449954256225
"655",18,"rep_19","fixed","fishstock",5.54135782428532
"656",19,"rep_19","fixed","fishstock",8.61095277139085
"657",20,"rep_19","fixed","fishstock",3.98648035250106
"658",21,"rep_19","fixed","fishstock",4.32522830593243
"659",22,"rep_19","fixed","fishstock",7.07756185110609
"660",23,"rep_19","fixed","fishstock",6.35883566118546
"661",24,"rep_19","fixed","fishstock",7.23028583284927
"662",25,"rep_19","fixed","fishstock",9.89688892778792
"663",26,"rep_19","fixed","fishstock",2.77738907164484
"664",27,"rep_19","fixed","fishstock",4.0581957333254
"665",28,"rep_19","fixed","fishstock",4.92662959920299
"666",29,"rep_19","fixed","fishstock",9.04440072890865
"667",30,"rep_19","fixed","fishstock",2.4732074974776
"668",31,"rep_19","fixed","fishstock",3.46191522362059
"669",32,"rep_19","fixed","fishstock",5.96627464124149
"670",33,"rep_19","fixed","fishstock",6.36753952044336
"671",34,"rep_19","fixed","fishstock",8.12508416120166
"672",35,"rep_19","fixed","fishstock",9.03121478779781
"673",36,"rep_19","fixed","fishstock",4.0242655223082
"674",37,"rep_19","fixed","fishstock",3.4801141036523
"675",38,"rep_19","fixed","fishstock",7.87429539591315
"676",39,"rep_19","fixed","fishstock",5.27236985256016
"677",40,"rep_19","fixed","fishstock",5.553248481998
"678",41,"rep_19","fixed","fishstock",5.36357779555752
"679",42,"rep_19","fixed","fishstock",6.57646892644701
"680",43,"rep_19","fixed","fishstock",10.8728367449523
"681",44,"rep_19","fixed","fishstock",3.32681506841837
"682",45,"rep_19","fixed","fishstock",3.44936733487906
"683",46,"rep_19","fixed","fishstock",4.11078415411773
"684",47,"rep_19","fixed","fishstock",5.00214474864806
"685",48,"rep_19","fixed","fishstock",6.72734180989554
"686",49,"rep_19","fixed","fishstock",8.90049276106738
"687",1,"rep_20","fixed","fishstock",10
"688",2,"rep_20","fixed","fishstock",3.94393806393482
"689",3,"rep_20","fixed","fishstock",4.38572965608061
"690",4,"rep_20","fixed","fishstock",7.69657723976369
"691",5,"rep_20","fixed","fishstock",6.38024509060885
"692",6,"rep_20","fixed","fishstock",6.62788453312633
"693",7,"rep_20","fixed","fishstock",8.35876782898855
"694",8,"rep_20","fixed","fishstock",4.95691838821374
"695",9,"rep_20","fixed","fishstock",4.99985166404766
"696",10,"rep_20","fixed","fishstock",5.46188090589343
"697",11,"rep_20","fixed","fishstock",5.75034712712742
"698",12,"rep_20","fixed","fishstock",6.66340292475341
"699",13,"rep_20","fixed","fishstock",7.26692002745969
"700",14,"rep_20","fixed","fishstock",7.04430927506929
"701",15,"rep_20","fixed","fishstock",10.1709363995049
"702",16,"rep_20","fixed","fishstock",2.16691306195835
"703",17,"rep_20","fixed","fishstock",2.67577837544414
"704",18,"rep_20","fixed","fishstock",4.28428106906807
"705",19,"rep_20","fixed","fishstock",5.31238257342712
"706",20,"rep_20","fixed","fishstock",6.17987868779141
"707",21,"rep_20","fixed","fishstock",7.64544738620848
"708",22,"rep_20","fixed","fishstock",8.69055770181248
"709",23,"rep_20","fixed","fishstock",3.59090807500294
"710",24,"rep_20","fixed","fishstock",5.2636375520002
"711",25,"rep_20","fixed","fishstock",6.72027616762209
"712",26,"rep_20","fixed","fishstock",7.18054912520055
"713",27,"rep_20","fixed","fishstock",5.89811803084541
"714",28,"rep_20","fixed","fishstock",6.05641353866463
"715",29,"rep_20","fixed","fishstock",5.53694312231315
"716",30,"rep_20","fixed","fishstock",3.959708809369
"717",31,"rep_20","fixed","fishstock",4.37620258022544
"718",32,"rep_20","fixed","fishstock",5.14812053525632
"719",33,"rep_20","fixed","fishstock",8.42773837335313
"720",34,"rep_20","fixed","fishstock",12.1308729482855
"721",35,"rep_20","fixed","fishstock",6.4101601610954
"722",36,"rep_20","fixed","fishstock",5.83971474765064
"723",37,"rep_20","fixed","fishstock",4.667010634365
"724",38,"rep_20","fixed","fishstock",4.71993058282488
"725",39,"rep_20","fixed","fishstock",7.33589280751362
"726",40,"rep_20","fixed","fishstock",8.18537193314709
"727",41,"rep_20","fixed","fishstock",9.47419429164079
"728",42,"rep_20","fixed","fishstock",2.61618899868194
"729",43,"rep_20","fixed","fishstock",2.54046998269072
"730",44,"rep_20","fixed","fishstock",3.76561142698691
"731",45,"rep_20","fixed","fishstock",4.40536852467592
"732",46,"rep_20","fixed","fishstock",4.38367671298442
"733",47,"rep_20","fixed","fishstock",5.40288811470875
"734",48,"rep_20","fixed","fishstock",7.60027790618391
"735",49,"rep_20","fixed","fishstock",9.84510547245946
"736",1,"rep_16","L1","harvest",6.53244897959184
"737",2,"rep_16","L1","harvest",0.01
"738",3,"rep_16","L1","harvest",0.01
"739",4,"rep_16","L1","harvest",3.43428571428571
"740",5,"rep_16","L1","harvest",0.01
"741",6,"rep_16","L1","harvest",0.01
"742",7,"rep_16","L1","harvest",0.01
"743",8,"rep_16","L1","harvest",0.01
"744",9,"rep_16","L1","harvest",0.173061224489796
"745",10,"rep_16","L1","harvest",5.22795918367347
"746",11,"rep_16","L1","harvest",0.01
"747",12,"rep_16","L1","harvest",6.53244897959184
"748",13,"rep_16","L1","harvest",0.01
"749",14,"rep_16","L1","harvest",0.01
"750",15,"rep_16","L1","harvest",2.45591836734694
"751",16,"rep_16","L1","harvest",2.45591836734694
"752",17,"rep_16","L1","harvest",0.01
"753",18,"rep_16","L1","harvest",0.01
"754",19,"rep_16","L1","harvest",1.47755102040816
"755",20,"rep_16","L1","harvest",1.47755102040816
"756",21,"rep_16","L1","harvest",1.47755102040816
"757",22,"rep_16","L1","harvest",0.01
"758",23,"rep_16","L1","harvest",0.01
"759",24,"rep_16","L1","harvest",0.01
"760",25,"rep_16","L1","harvest",5.71714285714286
"761",26,"rep_16","L1","harvest",0.01
"762",27,"rep_16","L1","harvest",0.01
"763",28,"rep_16","L1","harvest",5.71714285714286
"764",29,"rep_16","L1","harvest",0.01
"765",30,"rep_16","L1","harvest",2.45591836734694
"766",31,"rep_16","L1","harvest",1.64061224489796
"767",32,"rep_16","L1","harvest",0.01
"768",33,"rep_16","L1","harvest",0.01
"769",34,"rep_16","L1","harvest",0.173061224489796
"770",35,"rep_16","L1","harvest",0.173061224489796
"771",36,"rep_16","L1","harvest",0.173061224489796
"772",37,"rep_16","L1","harvest",0.173061224489796
"773",38,"rep_16","L1","harvest",3.27122448979592
"774",39,"rep_16","L1","harvest",0.173061224489796
"775",40,"rep_16","L1","harvest",0.82530612244898
"776",41,"rep_16","L1","harvest",0.82530612244898
"777",42,"rep_16","L1","harvest",0.82530612244898
"778",43,"rep_16","L1","harvest",1.96673469387755
"779",44,"rep_16","L1","harvest",1.96673469387755
"780",45,"rep_16","L1","harvest",1.15142857142857
"781",46,"rep_16","L1","harvest",0.173061224489796
"782",47,"rep_16","L1","harvest",0.173061224489796
"783",48,"rep_16","L1","harvest",0.499183673469388
"784",49,"rep_16","L1","harvest",8
"785",1,"rep_17","L1","harvest",6.53244897959184
"786",2,"rep_17","L1","harvest",0.01
"787",3,"rep_17","L1","harvest",0.01
"788",4,"rep_17","L1","harvest",0.01
"789",5,"rep_17","L1","harvest",0.01
"790",6,"rep_17","L1","harvest",0.173061224489796
"791",7,"rep_17","L1","harvest",0.82530612244898
"792",8,"rep_17","L1","harvest",3.10816326530612
"793",9,"rep_17","L1","harvest",3.10816326530612
"794",10,"rep_17","L1","harvest",3.10816326530612
"795",11,"rep_17","L1","harvest",0.336122448979592
"796",12,"rep_17","L1","harvest",3.27122448979592
"797",13,"rep_17","L1","harvest",2.12979591836735
"798",14,"rep_17","L1","harvest",2.12979591836735
"799",15,"rep_17","L1","harvest",2.12979591836735
"800",16,"rep_17","L1","harvest",2.12979591836735
"801",17,"rep_17","L1","harvest",2.12979591836735
"802",18,"rep_17","L1","harvest",1.96673469387755
"803",19,"rep_17","L1","harvest",0.662244897959184
"804",20,"rep_17","L1","harvest",0.662244897959184
"805",21,"rep_17","L1","harvest",2.12979591836735
"806",22,"rep_17","L1","harvest",2.12979591836735
"807",23,"rep_17","L1","harvest",0.499183673469388
"808",24,"rep_17","L1","harvest",0.499183673469388
"809",25,"rep_17","L1","harvest",2.94510204081633
"810",26,"rep_17","L1","harvest",0.01
"811",27,"rep_17","L1","harvest",4.57571428571429
"812",28,"rep_17","L1","harvest",0.01
"813",29,"rep_17","L1","harvest",0.01
"814",30,"rep_17","L1","harvest",2.45591836734694
"815",31,"rep_17","L1","harvest",0.01
"816",32,"rep_17","L1","harvest",0.01
"817",33,"rep_17","L1","harvest",0.01
"818",34,"rep_17","L1","harvest",0.01
"819",35,"rep_17","L1","harvest",0.01
"820",36,"rep_17","L1","harvest",0.01
"821",37,"rep_17","L1","harvest",0.01
"822",38,"rep_17","L1","harvest",0.01
"823",39,"rep_17","L1","harvest",0.01
"824",40,"rep_17","L1","harvest",0.01
"825",41,"rep_17","L1","harvest",0.01
"826",42,"rep_17","L1","harvest",0.01
"827",43,"rep_17","L1","harvest",0.01
"828",44,"rep_17","L1","harvest",0.82530612244898
"829",45,"rep_17","L1","harvest",3.27122448979592
"830",46,"rep_17","L1","harvest",3.27122448979592
"831",47,"rep_17","L1","harvest",3.27122448979592
"832",48,"rep_17","L1","harvest",3.27122448979592
"833",49,"rep_17","L1","harvest",5.55408163265306
"834",1,"rep_18","L1","harvest",6.53244897959184
"835",2,"rep_18","L1","harvest",0.01
"836",3,"rep_18","L1","harvest",5.06489795918367
"837",4,"rep_18","L1","harvest",0.01
"838",5,"rep_18","L1","harvest",0.01
"839",6,"rep_18","L1","harvest",0.01
"840",7,"rep_18","L1","harvest",0.01
"841",8,"rep_18","L1","harvest",0.01
"842",9,"rep_18","L1","harvest",7.18469387755102
"843",10,"rep_18","L1","harvest",0.01
"844",11,"rep_18","L1","harvest",0.173061224489796
"845",12,"rep_18","L1","harvest",0.173061224489796
"846",13,"rep_18","L1","harvest",0.82530612244898
"847",14,"rep_18","L1","harvest",0.82530612244898
"848",15,"rep_18","L1","harvest",0.82530612244898
"849",16,"rep_18","L1","harvest",0.82530612244898
"850",17,"rep_18","L1","harvest",0.82530612244898
"851",18,"rep_18","L1","harvest",0.82530612244898
"852",19,"rep_18","L1","harvest",0.82530612244898
"853",20,"rep_18","L1","harvest",0.82530612244898
"854",21,"rep_18","L1","harvest",0.82530612244898
"855",22,"rep_18","L1","harvest",0.82530612244898
"856",23,"rep_18","L1","harvest",0.82530612244898
"857",24,"rep_18","L1","harvest",0.82530612244898
"858",25,"rep_18","L1","harvest",0.82530612244898
"859",26,"rep_18","L1","harvest",0.82530612244898
"860",27,"rep_18","L1","harvest",0.01
"861",28,"rep_18","L1","harvest",0.01
"862",29,"rep_18","L1","harvest",0.01
"863",30,"rep_18","L1","harvest",0.01
"864",31,"rep_18","L1","harvest",0.01
"865",32,"rep_18","L1","harvest",0.01
"866",33,"rep_18","L1","harvest",0.01
"867",34,"rep_18","L1","harvest",0.662244897959184
"868",35,"rep_18","L1","harvest",3.76040816326531
"869",36,"rep_18","L1","harvest",0.01
"870",37,"rep_18","L1","harvest",0.01
"871",38,"rep_18","L1","harvest",5.06489795918367
"872",39,"rep_18","L1","harvest",0.01
"873",40,"rep_18","L1","harvest",0.01
"874",41,"rep_18","L1","harvest",0.662244897959184
"875",42,"rep_18","L1","harvest",2.61897959183673
"876",43,"rep_18","L1","harvest",4.24959183673469
"877",44,"rep_18","L1","harvest",4.24959183673469
"878",45,"rep_18","L1","harvest",1.31448979591837
"879",46,"rep_18","L1","harvest",1.31448979591837
"880",47,"rep_18","L1","harvest",1.31448979591837
"881",48,"rep_18","L1","harvest",1.31448979591837
"882",49,"rep_18","L1","harvest",5.55408163265306
"883",1,"rep_19","L1","harvest",6.53244897959184
"884",2,"rep_19","L1","harvest",0.01
"885",3,"rep_19","L1","harvest",0.01
"886",4,"rep_19","L1","harvest",0.01
"887",5,"rep_19","L1","harvest",0.01
"888",6,"rep_19","L1","harvest",2.45591836734694
"889",7,"rep_19","L1","harvest",0.662244897959184
"890",8,"rep_19","L1","harvest",0.988367346938776
"891",9,"rep_19","L1","harvest",0.988367346938776
"892",10,"rep_19","L1","harvest",0.988367346938776
"893",11,"rep_19","L1","harvest",0.988367346938776
"894",12,"rep_19","L1","harvest",0.988367346938776
"895",13,"rep_19","L1","harvest",0.988367346938776
"896",14,"rep_19","L1","harvest",1.80367346938776
"897",15,"rep_19","L1","harvest",1.80367346938776
"898",16,"rep_19","L1","harvest",1.80367346938776
"899",17,"rep_19","L1","harvest",1.31448979591837
"900",18,"rep_19","L1","harvest",0.01
"901",19,"rep_19","L1","harvest",3.43428571428571
"902",20,"rep_19","L1","harvest",0.662244897959184
"903",21,"rep_19","L1","harvest",0.662244897959184
"904",22,"rep_19","L1","harvest",1.80367346938776
"905",23,"rep_19","L1","harvest",0.336122448979592
"906",24,"rep_19","L1","harvest",0.336122448979592
"907",25,"rep_19","L1","harvest",3.27122448979592
"908",26,"rep_19","L1","harvest",0.01
"909",27,"rep_19","L1","harvest",0.01
"910",28,"rep_19","L1","harvest",0.662244897959184
"911",29,"rep_19","L1","harvest",6.69551020408163
"912",30,"rep_19","L1","harvest",0.01
"913",31,"rep_19","L1","harvest",0.01
"914",32,"rep_19","L1","harvest",5.06489795918367
"915",33,"rep_19","L1","harvest",0.01
"916",34,"rep_19","L1","harvest",0.01
"917",35,"rep_19","L1","harvest",0.662244897959184
"918",36,"rep_19","L1","harvest",3.43428571428571
"919",37,"rep_19","L1","harvest",0.01
"920",38,"rep_19","L1","harvest",6.53244897959184
"921",39,"rep_19","L1","harvest",0.01
"922",40,"rep_19","L1","harvest",0.01
"923",41,"rep_19","L1","harvest",0.01
"924",42,"rep_19","L1","harvest",0.01
"925",43,"rep_19","L1","harvest",3.43428571428571
"926",44,"rep_19","L1","harvest",0.01
"927",45,"rep_19","L1","harvest",0.01
"928",46,"rep_19","L1","harvest",0.01
"929",47,"rep_19","L1","harvest",0.01
"930",48,"rep_19","L1","harvest",1.15142857142857
"931",49,"rep_19","L1","harvest",8
"932",1,"rep_20","L1","harvest",6.53244897959184
"933",2,"rep_20","L1","harvest",0.01
"934",3,"rep_20","L1","harvest",0.01
"935",4,"rep_20","L1","harvest",5.71714285714286
"936",5,"rep_20","L1","harvest",0.01
"937",6,"rep_20","L1","harvest",0.01
"938",7,"rep_20","L1","harvest",0.01
"939",8,"rep_20","L1","harvest",0.01
"940",9,"rep_20","L1","harvest",0.01
"941",10,"rep_20","L1","harvest",0.01
"942",11,"rep_20","L1","harvest",0.01
"943",12,"rep_20","L1","harvest",0.01
"944",13,"rep_20","L1","harvest",0.01
"945",14,"rep_20","L1","harvest",0.01
"946",15,"rep_20","L1","harvest",6.20632653061225
"947",16,"rep_20","L1","harvest",0.01
"948",17,"rep_20","L1","harvest",0.01
"949",18,"rep_20","L1","harvest",0.01
"950",19,"rep_20","L1","harvest",0.01
"951",20,"rep_20","L1","harvest",0.662244897959184
"952",21,"rep_20","L1","harvest",1.80367346938776
"953",22,"rep_20","L1","harvest",1.80367346938776
"954",23,"rep_20","L1","harvest",1.80367346938776
"955",24,"rep_20","L1","harvest",1.80367346938776
"956",25,"rep_20","L1","harvest",1.31448979591837
"957",26,"rep_20","L1","harvest",0.988367346938776
"958",27,"rep_20","L1","harvest",0.01
"959",28,"rep_20","L1","harvest",0.01
"960",29,"rep_20","L1","harvest",0.01
"961",30,"rep_20","L1","harvest",0.01
"962",31,"rep_20","L1","harvest",0.01
"963",32,"rep_20","L1","harvest",0.01
"964",33,"rep_20","L1","harvest",0.662244897959184
"965",34,"rep_20","L1","harvest",5.39102040816327
"966",35,"rep_20","L1","harvest",2.94510204081633
"967",36,"rep_20","L1","harvest",0.01
"968",37,"rep_20","L1","harvest",0.01
"969",38,"rep_20","L1","harvest",0.01
"970",39,"rep_20","L1","harvest",0.01
"971",40,"rep_20","L1","harvest",0.662244897959184
"972",41,"rep_20","L1","harvest",1.80367346938776
"973",42,"rep_20","L1","harvest",1.31448979591837
"974",43,"rep_20","L1","harvest",0.01
"975",44,"rep_20","L1","harvest",0.01
"976",45,"rep_20","L1","harvest",0.01
"977",46,"rep_20","L1","harvest",0.01
"978",47,"rep_20","L1","harvest",0.01
"979",48,"rep_20","L1","harvest",2.29285714285714
"980",49,"rep_20","L1","harvest",8
"981",1,"rep_16","L2","harvest",1.80367346938776
"982",2,"rep_16","L2","harvest",2.29285714285714
"983",3,"rep_16","L2","harvest",1.80367346938776
"984",4,"rep_16","L2","harvest",1.96673469387755
"985",5,"rep_16","L2","harvest",0.662244897959184
"986",6,"rep_16","L2","harvest",1.31448979591837
"987",7,"rep_16","L2","harvest",0.988367346938776
"988",8,"rep_16","L2","harvest",0.336122448979592
"989",9,"rep_16","L2","harvest",0.662244897959184
"990",10,"rep_16","L2","harvest",1.47755102040816
"991",11,"rep_16","L2","harvest",1.64061224489796
"992",12,"rep_16","L2","harvest",2.61897959183673
"993",13,"rep_16","L2","harvest",2.29285714285714
"994",14,"rep_16","L2","harvest",1.15142857142857
"995",15,"rep_16","L2","harvest",1.80367346938776
"996",16,"rep_16","L2","harvest",2.12979591836735
"997",17,"rep_16","L2","harvest",0.662244897959184
"998",18,"rep_16","L2","harvest",0.82530612244898
"999",19,"rep_16","L2","harvest",1.15142857142857
"1000",20,"rep_16","L2","harvest",0.82530612244898
"1001",21,"rep_16","L2","harvest",1.47755102040816
"1002",22,"rep_16","L2","harvest",0.499183673469388
"1003",23,"rep_16","L2","harvest",0.499183673469388
"1004",24,"rep_16","L2","harvest",0.499183673469388
"1005",25,"rep_16","L2","harvest",1.47755102040816
"1006",26,"rep_16","L2","harvest",0.988367346938776
"1007",27,"rep_16","L2","harvest",1.80367346938776
"1008",28,"rep_16","L2","harvest",2.29285714285714
"1009",29,"rep_16","L2","harvest",2.61897959183673
"1010",30,"rep_16","L2","harvest",2.45591836734694
"1011",31,"rep_16","L2","harvest",1.96673469387755
"1012",32,"rep_16","L2","harvest",0.988367346938776
"1013",33,"rep_16","L2","harvest",0.988367346938776
"1014",34,"rep_16","L2","harvest",0.82530612244898
"1015",35,"rep_16","L2","harvest",0.336122448979592
"1016",36,"rep_16","L2","harvest",0.173061224489796
"1017",37,"rep_16","L2","harvest",0.662244897959184
"1018",38,"rep_16","L2","harvest",1.15142857142857
"1019",39,"rep_16","L2","harvest",1.31448979591837
"1020",40,"rep_16","L2","harvest",1.31448979591837
"1021",41,"rep_16","L2","harvest",0.988367346938776
"1022",42,"rep_16","L2","harvest",0.336122448979592
"1023",43,"rep_16","L2","harvest",1.47755102040816
"1024",44,"rep_16","L2","harvest",1.80367346938776
"1025",45,"rep_16","L2","harvest",1.31448979591837
"1026",46,"rep_16","L2","harvest",0.988367346938776
"1027",47,"rep_16","L2","harvest",1.31448979591837
"1028",48,"rep_16","L2","harvest",1.80367346938776
"1029",49,"rep_16","L2","harvest",3.27122448979592
"1030",1,"rep_17","L2","harvest",1.80367346938776
"1031",2,"rep_17","L2","harvest",1.31448979591837
"1032",3,"rep_17","L2","harvest",1.15142857142857
"1033",4,"rep_17","L2","harvest",0.82530612244898
"1034",5,"rep_17","L2","harvest",0.499183673469388
"1035",6,"rep_17","L2","harvest",0.988367346938776
"1036",7,"rep_17","L2","harvest",0.988367346938776
"1037",8,"rep_17","L2","harvest",1.64061224489796
"1038",9,"rep_17","L2","harvest",2.45591836734694
"1039",10,"rep_17","L2","harvest",2.12979591836735
"1040",11,"rep_17","L2","harvest",1.80367346938776
"1041",12,"rep_17","L2","harvest",2.12979591836735
"1042",13,"rep_17","L2","harvest",2.12979591836735
"1043",14,"rep_17","L2","harvest",2.45591836734694
"1044",15,"rep_17","L2","harvest",1.96673469387755
"1045",16,"rep_17","L2","harvest",2.45591836734694
"1046",17,"rep_17","L2","harvest",1.96673469387755
"1047",18,"rep_17","L2","harvest",1.96673469387755
"1048",19,"rep_17","L2","harvest",1.47755102040816
"1049",20,"rep_17","L2","harvest",1.64061224489796
"1050",21,"rep_17","L2","harvest",1.80367346938776
"1051",22,"rep_17","L2","harvest",1.80367346938776
"1052",23,"rep_17","L2","harvest",0.988367346938776
"1053",24,"rep_17","L2","harvest",0.499183673469388
"1054",25,"rep_17","L2","harvest",1.47755102040816
