"","time","fishstock","harvest","unharvested","escapement","alternate","harvest_alt","profit_fishing","policy_cost","profit_fishing_alt","policy_cost_alt","replicate","penalty_fn"
"37",17,4.27595230355347,0.01,7.5067371271328,5.84918508328771,3.95625928632871,0.01,0.029840190277469,4.28241599670171,0.0241707941042673,5.27066584209441,"rep_2","L1"
"38",18,6.28716031909597,0.01,9.75995937170955,4.26595230355347,5.89364286050501,0.01,0.0522837044430435,0,0.049097696093814,0,"rep_2","L1"
"39",19,7.21798834888805,7.02163265306122,9.90939322768043,6.27716031909597,6.86834798978207,6.85857142857143,41.0324363094181,14.1649144506287,38.6284169613483,13.8354978354978,"rep_2","L1"
"40",20,0.35716173992646,0,12.1712139625071,0.196355695826827,0.017948919994252,0,0,0,0,0,"rep_2","L1"
"41",1,10,6.53244897959184,10,10,10,6.36938775510204,45.7271428571448,13.176664605236,44.5857142857162,12.8472479901051,"rep_3","L1"
"42",2,3.65699080990989,0.01,8.24987797897609,3.46755102040816,3.80253897346881,0.01,0.0179653393749409,13.176664605236,0.0211053451146484,13.176664605236,"rep_3","L1"
"43",3,4.36386774083407,0.01,8.26311395517957,3.64699080990989,4.51026496666705,0.01,0.0312536452026861,0,0.0334850608074974,0,"rep_3","L1"
"44",4,5.64815495061483,0.01,9.23683202907333,4.35386774083407,5.80318769392179,0.01,0.0468853098714492,0,0.0483042741639796,0,"rep_3","L1"
"45",5,5.23960550604868,0.01,7.52733221917676,5.63815495061483,5.3513201207,0.01,0.0427437810625976,0,0.0439390667660709,0,"rep_3","L1"
"46",6,6.4667370830578,0.01,8.53107371760308,5.22960550604868,6.57576231704775,0.01,0.0536087525831345,0,0.0543779130790357,0,"rep_3","L1"
"47",7,7.36570986812867,0.173061224489796,9.02450450674905,6.4567370830578,7.4593444436882,0.988367346938776,1.02574647803438,0.329416615130901,5.90865654504545,1.97649969078541,"rep_3","L1"
"48",8,8.07193914802771,1.96673469387755,9.48853352487038,7.19264864363888,7.46002761359825,0.988367346938776,12.3578219616533,3.62358276643991,5.90902056674823,1.6470830756545,"rep_3","L1"
"49",9,8.77166220951167,1.96673469387755,12.0685392273309,6.10520445415016,9.16945061125757,4.90183673469388,12.9409090747707,0,32.9808632177103,9.55308183879612,"rep_3","L1"
"50",10,5.96844932924359,0.173061224489796,8.84765487557745,6.80492751563412,4.13438281817649,0.01,0.860731904412436,3.62358276643991,0.0274377789398213,8.89424860853432,"rep_3","L1"
"51",11,8.68448284939471,3.27122448979592,11.8555351683013,5.79538810475379,6.60855122525498,0.01,21.4120055635345,6.25891568748712,0.054604271076316,0,"rep_3","L1"
"52",12,5.50590547025824,0.01,9.61981244576743,5.41325835959879,6.41240520125745,0.01,0.0455130492849027,6.58833230261802,0.0532156826363493,0,"rep_3","L1"
"53",13,5.15743391784684,0.01,7.77050346968999,5.49590547025824,5.80182363433978,0.01,0.0418315377804806,0,0.0482921200457885,0,"rep_3","L1"
"54",14,5.32103666139107,0.01,7.27385353836003,5.14743391784684,5.83757435332893,0.01,0.043620008827093,0,0.0486087916244063,0,"rep_3","L1"
"55",15,6.62118507075434,0.01,8.41558689895072,5.31103666139107,7.11984540139567,0.662244897959184,0.054690890407965,0,3.83203067431821,1.3176664605236,"rep_3","L1"
"56",16,7.68321305750595,0.988367346938776,9.15915809559283,6.61118507075434,7.54828859975812,1.80367346938776,6.02447807987653,1.97649969078541,10.8681953135259,3.62358276643991,"rep_3","L1"
"57",17,7.07476004398577,0.988367346938776,8.86092644808067,6.69484571056717,6.29467179414277,0.01,5.69257437573506,0,0.052340644625967,1.97649969078541,"rep_3","L1"
"58",18,5.78481085157749,0.662244897959184,7.61223320598105,6.086392697047,5.92820570458396,0.01,3.18805026742749,0.658833230261802,0.049394468588029,1.97649969078541,"rep_3","L1"
"59",19,5.37327617787243,5.39102040816327,7.26484163426635,5.12256595361831,6.01728696310415,6.20632653061225,23.6336924416806,9.55308183879612,29.2303872365694,11.2001649144506,"rep_3","L1"
"60",20,0,0,10.2114392285498,-0.0177442302908304,0,0,0,0,0,0,"rep_3","L1"
"61",1,10,6.53244897959184,10,10,10,6.36938775510204,45.7271428571448,13.176664605236,44.5857142857162,12.8472479901051,"rep_4","L1"
"62",2,4.62917321976459,0.01,10.4430435272389,3.46755102040816,4.8134142244472,0.01,0.0351936110925676,13.176664605236,0.0376741776188208,13.176664605236,"rep_4","L1"
"63",3,5.0500041293783,0.01,9.23293903951527,4.61917321976459,5.21242143711822,0.01,0.0405941079820714,0,0.0424451756982638,0,"rep_4","L1"
"64",4,7.21641650638636,0.01,11.3238102219447,5.0400041293783,7.40096509675046,0.988367346938776,0.0584281201432227,0,5.87730132460111,1.97649969078541,"rep_4","L1"
"65",5,8.95231771423404,5.06489795918367,12.2181504379601,7.20641650638636,8.2056001581814,3.10816326530612,33.6760633453657,10.2119150690579,19.7180643385361,5.92949907235622,"rep_4","L1"
"66",6,6.7714460923136,0.662244897959184,15.779531048907,3.88741975505036,8.45107033454915,3.76040816326531,3.68846018784403,8.89424860853432,24.2552109651408,3.62358276643991,"rep_4","L1"
"67",7,8.05715654968831,1.31448979591837,15.1862451751565,6.10920119435442,6.54172641221232,0.01,8.2505293771221,1.3176664605236,0.0541405462264665,3.95299938157081,"rep_4","L1"
"68",8,5.85410583616792,0.988367346938776,10.0210001590727,6.74266675376994,5.71605056156643,0.01,4.81867785127511,0.658833230261802,0.047516209528116,3.29416615130901,"rep_4","L1"
"69",9,5.62542266997947,0.988367346938776,9.59607578666704,4.86573848922915,6.38128314523992,0.01,4.61277701455013,0,0.0529875115753583,0,"rep_4","L1"
"70",10,8.25099062284901,1.31448979591837,14.2138639236947,4.63705532304069,10.5912753557285,7.02163265306122,8.36550895244527,0.658833230261802,50.3274111246047,14.1649144506287,"rep_4","L1"
"71",11,11.0219109182014,4.57571428571429,17.7814700304639,6.93650082693064,6.48230381411673,0.01,33.3027300434148,6.58833230261802,0.0537201574312772,14.4943310657596,"rep_4","L1"
"72",12,8.18985518229171,3.43428571428571,15.8133799704801,6.44619663248709,8.21491459688122,3.76040816326531,21.7628335483827,2.30591630591631,23.8714684000366,7.57658214801072,"rep_4","L1"
"73",13,5.78117662621188,0.01,13.2881959944467,4.755569468006,5.4818521464514,0.01,0.048107449504354,6.91774891774892,0.0452739709161718,6.91774891774892,"rep_4","L1"
"74",14,7.25309408426627,0.173061224489796,12.9291197427958,5.77117662621188,6.95772118097892,0.01,1.01480231959236,0.329416615130901,0.056882434320579,0,"rep_4","L1"
"75",15,7.77296623152551,1.47755102040816,11.6731893695498,7.08003285977648,7.66515658106042,1.80367346938776,9.07285702228082,2.63533292104721,10.9774915447781,3.62358276643991,"rep_4","L1"
"76",16,7.2318493361135,1.47755102040816,11.1327577039181,6.29541521111735,6.8463502644062,0.173061224489796,8.64616091151735,0,0.972275827071779,1.6470830756545,"rep_4","L1"
"77",17,6.93338609008002,1.47755102040816,11.0965480782861,5.75429831570534,7.76365268405796,1.80367346938776,8.38230924334775,0,11.0670509272742,1.6470830756545,"rep_4","L1"
"78",18,8.11686055169195,1.47755102040816,13.514186786322,5.45583506967186,8.69470006326342,2.29285714285714,9.31446645077979,0,15.0173480643133,2.63533292104721,"rep_4","L1"
"79",19,7.41108333146093,7.34775510204082,11.990656884773,6.63930953128378,7.21028639291212,7.18469387755102,43.7339031348916,11.8589981447124,41.9534221270755,10.8707482993197,"rep_4","L1"
"80",20,0.0928106320547453,0,11.0210552727728,0.0633282294201116,0.0375777662319464,0,0,0,0,0,"rep_4","L1"
"81",1,10,6.53244897959184,10,10,10,6.36938775510204,45.7271428571448,13.176664605236,44.5857142857162,12.8472479901051,"rep_5","L1"
"82",2,3.74662791651723,0.01,8.45209210264714,3.46755102040816,3.89574363518678,0.01,0.0199279974727801,13.176664605236,0.0229928793850062,13.176664605236,"rep_5","L1"
"83",3,6.22911016320631,0.01,11.7547986528305,3.73662791651723,6.43725268513436,0.01,0.0518390280249061,0,0.0533962678375594,0,"rep_5","L1"
"84",4,5.53580672130142,0.01,8.63925808857595,6.21911016320631,5.67602074731905,0.01,0.0458073565239253,0,0.0471460705738882,0,"rep_5","L1"
"85",5,6.58612534560443,0.01,9.17758600533936,5.52580672130142,6.7163512000803,0.01,0.0544496977725798,0,0.0553328896802823,0,"rep_5","L1"
"86",6,10.4533030048696,7.18469387755102,13.2878349587811,6.57612534560444,10.6083259959955,7.02163265306122,51.2275406554995,14.4943310657596,50.3593783494068,14.1649144506287,"rep_5","L1"
"87",7,3.7354755458982,0.01,10.6150491310088,3.26860912731855,4.04371481205102,0.01,0.019688940186119,14.4943310657596,0.0258107918229371,14.4943310657596,"rep_5","L1"
"88",8,4.28623713469449,0.01,9.46447332367982,3.7254755458982,4.58135230293107,0.01,0.0300085388249726,0,0.0345171512332724,0,"rep_5","L1"
"89",9,4.6538674877574,0.01,8.48655387708489,4.27623713469449,4.91529103376161,0.01,0.0355374855882501,0,0.0389659741530396,0,"rep_5","L1"
"90",10,5.33912668767591,0.01,8.44093839520549,4.6438674877574,5.58049123705566,0.01,0.0438110354840574,0,0.0462412918045849,0,"rep_5","L1"
"91",11,6.48863001583492,0.01,9.15301115669918,5.32912668767591,6.71848894221664,0.01,0.0537652787617986,0,0.055347102215967,0,"rep_5","L1"
"92",12,9.38295295994496,5.39102040816327,12.0401651624597,6.47863001583492,9.63223925996131,5.71714285714286,36.6735608910193,10.8707482993197,39.365155171721,11.5295815295815,"rep_5","L1"
"93",13,4.25204193576458,0.01,9.60322876159248,3.9919325517817,4.1835975557414,0.01,0.0294456629233633,10.8707482993197,0.0282913817586923,11.5295815295815,"rep_5","L1"
"94",14,4.22946373180543,0.01,7.84075238907709,4.24204193576458,4.17300425496416,0.01,0.0290690217428893,0,0.0281093472063799,0,"rep_5","L1"
"95",15,5.06443183310835,0.01,8.18681102352601,4.21946373180543,5.00834132340067,0.01,0.0407633452505545,0,0.040099929172511,0,"rep_5","L1"
"96",16,4.88446661627638,0.01,7.03231283663197,5.05443183310835,4.84110025429346,0.01,0.0385808065510661,0,0.0380306161323812,0,"rep_5","L1"
"97",17,5.7177135686363,0.01,7.59038927787686,4.87446661627638,5.67674202582729,0.01,0.0475314745310862,0,0.0471527861165706,0,"rep_5","L1"
"98",18,5.91068774678369,0.01,7.32395251679294,5.7077135686363,5.87762663803869,0.01,0.0492444851001992,0,0.0489589900014377,0,"rep_5","L1"
"99",19,4.4158635907891,4.41265306122449,5.19548757137172,5.90068774678369,4.39673408095996,4.41265306122449,14.1483419488019,8.89424860853432,13.8587216847874,8.89424860853432,"rep_5","L1"
"100",20,0.00505260495333845,0,6.49145302957633,0.00321052956461454,0,0,0,0,0,0,"rep_5","L1"
"101",1,10,6.53244897959184,10,10,10,6.36938775510204,45.7271428571448,13.176664605236,44.5857142857162,12.8472479901051,"rep_6","L1"
"102",2,4.67836413837159,0.01,10.554014294538,3.46755102040816,4.86456294066409,0.01,0.035875021454752,13.176664605236,0.0383295059270045,13.176664605236,"rep_6","L1"
"103",3,5.00525018740142,0.01,9.13588906728422,4.66836413837159,5.16589319055221,0.01,0.0400629361634985,0,0.0419267900179188,0,"rep_6","L1"
"104",4,7.13299378000774,0.01,11.1916631787999,4.99525018740142,7.31536935267398,0.988367346938776,0.0579419232299355,0,5.83042352687858,1.97649969078541,"rep_6","L1"
"105",5,11.1293164661318,7.67387755102041,15.2054630410618,7.12299378000774,10.1845094803572,6.69551020408163,56.0531990661184,15.4825809111523,47.2324726387978,13.176664605236,"rep_6","L1"
"106",6,4.44101072874945,0.01,13.0200231303008,3.45543891511142,4.47773648178387,0.01,0.0324478101217266,15.4825809111523,0.0330018635039423,12.5178313749742,"rep_6","L1"
"107",7,5.85664476383868,0.01,12.732740794202,4.43101072874945,5.89632305789182,0.01,0.0487761317107243,0,0.0491208339410067,0,"rep_6","L1"
"108",8,5.22285233987129,0.01,8.98141452033003,5.84664476383868,5.25023739760147,0.01,0.0425601222324935,0,0.0428597266597896,0,"rep_6","L1"
"109",9,7.19002802738957,0.01,10.7771096795966,5.21285233987129,7.21995793534274,0.499183673469388,0.0582755451220575,0,2.91765426186086,0.988249845392703,"rep_6","L1"
"110",10,7.99641107843574,2.45591836734694,10.5996943779926,7.18002802738957,7.61358399382921,1.64061224489796,15.3453563329656,4.94124922696351,9.94157600320272,3.29416615130901,"rep_6","L1"
"111",11,5.27688643426291,0.01,8.42626058024851,5.5404927110888,5.59406422845614,0.01,0.0431482932715705,4.94124922696351,0.0463717276476925,1.3176664605236,"rep_6","L1"
"112",12,8.83492199286137,4.57571428571429,12.5636447032177,5.26688643426291,9.25084409425841,5.39102040816327,30.219775500382,9.22366522366522,36.4274089337543,9.55308183879612,"rep_6","L1"
"113",13,4.16103710806075,0.01,9.14391163974301,4.25920770714708,3.83397802114442,0.01,0.0279025896167164,9.22366522366522,0.0217522900899747,6.58833230261802,"rep_6","L1"
"114",14,5.87596092789399,0.01,10.7261100356,4.15103710806075,5.48730596353197,0.01,0.0489445209589791,0,0.0453283629537495,0,"rep_6","L1"
"115",15,6.32002104871507,0.01,9.72842740408983,5.86596092789399,5.99130563330416,0.01,0.0525318036621182,0,0.0499274418029477,0,"rep_6","L1"
"116",16,6.38196197830579,0.01,8.70793756045848,6.31002104871507,6.12603710345152,0.01,0.0529925121741961,0,0.0510287001312927,0,"rep_6","L1"
"117",17,7.32815984675715,0.336122448979592,9.19978149433255,6.37196197830579,7.10275825611093,0.662244897959184,1.98520736131467,0.658833230261802,3.82531774938565,1.3176664605236,"rep_6","L1"
"118",18,10.9349375427233,4.73877551020408,13.2998316031933,6.99203739777756,10.2825027331523,4.24959183673469,34.3869249874955,8.89424860853432,30.0974042691217,8.56483199340342,"rep_6","L1"
"119",19,5.70099058840035,5.55408163265306,9.62652029345645,6.19616203251922,5.58559451430742,5.55408163265306,26.3138870068112,1.6470830756545,25.7100707267988,3.62358276643991,"rep_6","L1"
"120",20,0.20645927719412,0,9.19990282012468,0.146908955747292,0.0445419188676301,0,0,0,0,0,"rep_6","L1"
"121",1,10,6.53244897959184,10,10,10,6.36938775510204,45.7271428571448,13.176664605236,44.5857142857162,12.8472479901051,"rep_7","L1"
"122",2,7.00396727163911,1.15142857142857,15.8003884513969,3.46755102040816,7.28272503369075,0.988367346938776,6.58238700557455,10.8707482993197,5.81225511005247,11.2001649144506,"rep_7","L1"
"123",3,5.34579234090239,0.336122448979592,10.4219986456335,5.85253870021054,5.6527507919056,0.01,1.47494219030732,1.6470830756545,0.046928493569975,3.29416615130901,"rep_7","L1"
"124",4,5.23018346549592,0.336122448979592,8.94497318989396,5.00966989192279,5.7456879042266,0.01,1.43324748174087,0,0.0477869308252431,0,"rep_7","L1"
"125",5,5.43104715927595,0.336122448979592,8.53720746748576,4.89406101651632,6.15686562047557,0.01,1.50455243859424,0,0.0512739081063818,0,"rep_7","L1"
"126",6,5.01604602995537,0.336122448979592,7.39118380558704,5.09492471029635,5.80822890261899,0.01,1.35094120906704,0,0.0483491430813488,0,"rep_7","L1"
"127",7,4.70691672686902,0.336122448979592,6.69799415853233,4.67992358097578,5.57888011231505,0.01,1.21891476678258,0,0.0462257668276983,0,"rep_7","L1"
"128",8,6.24876934596774,0.336122448979592,8.74117757466627,4.37079427788943,7.58857050952085,1.64061224489796,1.74751898858503,0,9.92026753267073,3.29416615130901,"rep_7","L1"
"129",9,6.68702303923309,0.336122448979592,8.91308478700362,5.91264689698815,6.71780471215326,0.01,1.85327791772269,0,0.0553425541743984,1.3176664605236,"rep_7","L1"
"130",10,7.45453880610986,0.336122448979592,9.53486472081157,6.3509005902535,7.76824914535179,2.45591836734694,2.00853537895225,0,15.0747361947882,3.62358276643991,"rep_7","L1"
"131",11,12.2027973276131,8,15.007898572134,7.11841635713027,9.75648335772055,6.04326530612245,60.3323784246669,15.4825809111523,41.8503470666994,10.2119150690579,"rep_7","L1"
"132",12,5.5950190308941,0.01,13.8128256047837,4.20279732761308,5.04531914445269,0.01,0.0463808794316102,16.1414141414141,0.0405389448297261,6.91774891774892,"rep_7","L1"
"133",13,11.2754589788407,7.8369387755102,21.1006765554807,5.5850190308941,10.3888909152852,6.53244897959184,57.5180713070103,15.8119975262832,46.4607370637186,13.176664605236,"rep_7","L1"
"134",14,6.94587626827548,0.662244897959184,24.3070951327062,3.43852020333054,7.65361789834313,1.80367346938776,3.76214076628338,14.4943310657596,10.9668489482958,9.88249845392703,"rep_7","L1"
"135",15,7.65227648007394,0.662244897959184,17.5600239649429,6.2836313703163,7.24364983597816,1.15142857142857,4.02618275861743,0,6.74557685548873,2.30591630591631,"rep_7","L1"
"136",16,11.3523897482834,5.71714285714286,20.4932477859351,6.99003158211475,10.2347246487206,5.88020408163265,42.0632188008641,10.2119150690579,41.5660009126038,7.24716553287982,"rep_7","L1"
"137",17,7.2413395363627,1.64061224489796,16.6713837320732,5.63524689114054,5.88984992890784,0.01,9.60926295913247,8.23541537827252,0.0490649161487925,5.60008245722531,"rep_7","L1"
"138",18,5.48881803913461,0.01,11.4059394213335,5.60072729146474,5.70021449849784,0.01,0.0453434240557836,3.29416615130901,0.0473704015736592,0,"rep_7","L1"
"139",19,6.06645049036086,6.04326530612245,10.2458107505722,5.47881803913461,6.2486754047877,6.20632653061225,30.5473091567926,12.1884147598433,32.2665829923508,12.5178313749742,"rep_7","L1"
"140",20,0.0347040189498057,0,10.1527451260131,0.0231851842384119,0.0633279801200998,0,0,0,0,0,"rep_7","L1"
"141",1,10,6.53244897959184,10,10,10,6.36938775510204,45.7271428571448,13.176664605236,44.5857142857162,12.8472479901051,"rep_8","L1"
"142",2,4.35842212995172,0.01,9.83225078267472,3.46755102040816,4.53188724649236,0.01,0.0311677503795957,13.176664605236,0.033802413060446,13.176664605236,"rep_8","L1"
"143",3,6.33838123092836,0.01,11.6972671332042,4.34842212995172,6.54460319382898,0.01,0.0526693032384843,0,0.0541607044590833,0,"rep_8","L1"
"144",4,6.57252321247069,0.01,10.0908149231273,6.32838123092836,6.73395602354652,0.01,0.0543554293683231,0,0.0554496645135564,0,"rep_8","L1"
"145",5,6.63862076136568,0.01,9.01090944810828,6.56252321247069,6.76083676085434,0.01,0.054809890369722,0,0.05562679434342,0,"rep_8","L1"
"146",6,8.65221722648501,4.0865306122449,10.7959333886626,6.62862076136568,8.77148549928577,4.57571428571429,26.6959995553348,8.23541537827252,30.107407292672,9.22366522366522,"rep_8","L1"
"147",7,5.45667372549087,0.01,10.2924228416077,4.56568661424011,5.09123478170512,0.01,0.0450214516952894,8.23541537827252,0.0410751982843213,9.22366522366522,"rep_8","L1"
"148",8,6.20626715157506,0.01,9.85175803292928,5.44667372549087,5.87422362724528,0.01,0.0516617650073577,0,0.048929421309649,0,"rep_8","L1"
"149",9,5.70795691956908,0.01,7.96404650324682,6.19626715157506,5.47143242861563,0.01,0.0474417897283997,0,0.0451697514473645,0,"rep_8","L1"
"150",10,3.64254724862081,0.01,4.67862676345297,5.69795691956908,3.52377654980511,0.01,0.0176400525446835,0,0.0148640682064512,0,"rep_8","L1"
"151",11,4.09543015624421,0.01,5.05121899621206,3.63254724862081,3.98153502154061,0.01,0.0267476214818306,0,0.0246521760132998,0,"rep_8","L1"
"152",12,4.37129169027434,0.01,5.19629428000048,4.08543015624421,4.26961736003856,0.01,0.031370400042761,0,0.0297360923234535,0,"rep_8","L1"
"153",13,5.69381307913959,0.01,6.55911808823618,4.36129169027434,5.58438080083052,0.01,0.0473112313610967,0,0.0462787351544275,0,"rep_8","L1"
"154",14,7.22276954353801,0.01,8.06037544887369,5.68381307913959,7.11401828784462,0.499183673469388,0.0584646861302173,0,2.88676621081464,0.988249845392703,"rep_8","L1"
"155",15,6.13779917082802,0.01,6.65189148354832,7.21276954353801,5.75544065610718,0.01,0.0511225454515027,0,0.0478754073015046,0,"rep_8","L1"
"156",16,7.13412928476625,0.01,7.59200351420109,6.12779917082802,6.78831981350331,0.173061224489796,0.0579486174100379,0,0.965793132462284,0.329416615130901,"rep_8","L1"
"157",17,6.69695863326348,0.01,7.01576112561339,7.12412928476625,6.33749697646114,0.01,0.055203545903678,0,0.0526626993094878,0,"rep_8","L1"
"158",18,10.169084106685,3.76040816326531,10.5392539982027,6.68695863326348,9.75381827504241,3.76040816326531,26.5104331079263,7.57658214801072,26.038124412945,7.57658214801072,"rep_8","L1"
"159",19,6.89527023791077,6.85857142857143,9.80575536725893,6.40867594341967,6.55149395222075,6.69551020408163,38.7453837754113,6.25891568748712,34.8554735153234,6.91774891774892,"rep_8","L1"
"160",20,0.0750404233452561,0,13.47877404404,0.0366988093393399,0,0,0,0,0,0,"rep_8","L1"
"161",1,10,6.53244897959184,10,10,10,6.36938775510204,45.7271428571448,13.176664605236,44.5857142857162,12.8472479901051,"rep_9","L1"
"162",2,3.80253558058105,0.01,8.5782153090184,3.46755102040816,3.95387642319986,0.01,0.0211052747193283,13.176664605236,0.0241250944921706,13.176664605236,"rep_9","L1"
"163",3,4.06156605241438,0.01,7.64832656051013,3.79253558058105,4.19694637277735,0.01,0.0261368654040251,0,0.028519458350524,0,"rep_9","L1"
"164",4,4.9125527718891,0.01,8.06724482311899,4.05156605241438,5.04828681842636,0.01,0.0389319537254405,0,0.0405738994652732,0,"rep_9","L1"
"165",5,5.5871096702877,0.01,8.15707099740946,4.9025527718891,5.71067001217026,0.01,0.046304973822986,0,0.047466759704097,0,"rep_9","L1"
